Scroll builds on one of them to me,Tipping pitches and signs being mixed up consistently,[0.14670626],-103.00341796875,-134.279052734375,-120.34688639640808,-77.07111024856567,0.7406571133682602,0.2593428866317399,0.29788538888862165,0.7021146111113784
Needless it really did not to my life,Thank you very much for sharing your experience,[0.12713868],-104.833984375,-106.510009765625,-116.47678995132446,-39.401339054107666,0.5140551536800784,0.4859448463199215,0.1312028170548832,0.868797182945117
If you to the Oilers ruining the world,Probably to spare his aging and delicate voice,[0.15265729],-100.111572265625,-122.855224609375,-106.829345703125,-63.02744197845459,0.6820295163561141,0.31797048364388586,0.23224846009088618,0.7677515399091137
The point where they are ruining their homes,This is where we are as a country,[0.12283923],-99.107666015625,-96.028564453125,-110.63075661659241,-31.818048000335693,0.47419478966161394,0.525805210338386,0.10951676222493521,0.8904832377750648
In the people will be in ruining her,Even a dog would walk away from this,[0.1195388],-102.09326171875,-104.241455078125,-118.11155819892883,-43.173327922821045,0.5180117056269021,0.4819882943730977,0.14344881048190833,0.8565511895180917
I was ruining it does not to me,I feel like he would not use contractions,[0.13024688],-97.81591796875,-102.715087890625,-122.48944091796875,-44.08515405654907,0.5410029920423769,0.4589970079576231,0.14654839069575187,0.8534516093042481
It is not ruining her that my life,Kind of tells me something about your personality,[0.14282869],-100.21875,-110.25439453125,-122.63529372215271,-48.55152606964111,0.5833946423559151,0.4166053576440851,0.16253913534007414,0.8374608646599259
I have caused flooding due to neutralize added,I had severe crowding in the bottom too,[0.13187351],-102.200927734375,-110.60888671875,-125.87781047821045,-49.52009105682373,0.570063686148323,0.42993631385167697,0.16618698149256814,0.8338130185074318
In the Taco Bell ruining our common sense,Suddenly the Taco Bell slogan makes complete sense,[0.10630669],-109.16357421875,-126.2236328125,-125.2538685798645,-70.62215805053711,0.6393199146064408,0.3606800853935591,0.26226446339923026,0.7377355366007697
After ruining an expert testified that he said,He was an asshole in everything he did,[0.12168909],-102.846435546875,-101.282470703125,-163.88123536109924,-35.40606069564819,0.48688413978918055,0.5131158602108193,0.11921001965356784,0.8807899803464321
