12,Alien come down and take me to spaceship,Pyongyang Metro restrooms and thou pursue a preposterous,-65.52224731445312,-122.368896484375,-122.00341796875,-48.050071716308594,-113.57231903076172
104,She taught me how to draw realistic eyes,What makes them down to draw rations costume,-37.42326354980469,-112.90625,-112.658447265625,-37.28758239746094,-74.71084594726562
107,Get off the game and let it load,Concerns over the contrary to throw it traversed,-36.507080078125,-109.833740234375,-109.335205078125,-36.13385009765625,-72.64093017578125
138,Mark was such an athletic freak of nature,Mulder was opened an apathetic temperament of dollars,-41.629364013671875,-115.615234375,-115.520263671875,-42.359588623046875,-83.98895263671875
246,Just imagine being the one married to him,Now let it from Tunis dated for him,-32.090843200683594,-108.5634765625,-108.261474609375,-35.79601287841797,-67.88685607910156
261,Drive both and see what you like best,Hotspur both physically see anything that my advice,-36.822174072265625,-115.287353515625,-115.032470703125,-44.25921630859375,-81.08139038085938
301,Wish I could have done that test myself,Napoleon I can not guilty to scan revealed,-36.34859848022461,-108.0986328125,-108.024658203125,-33.74384689331055,-70.09244537353516
306,What were you doing with the other one,Both teams you disapprove of the least one,-23.995407104492188,-106.744384765625,-106.21240234375,-33.625152587890625,-57.62055969238281
353,I see its value on a rational level,He then you lose weight gain statehood batted,-50.24176788330078,-108.353515625,-108.268310546875,-35.081642150878906,-85.32341003417969
366,The state would be in so much danger,The only to live in a grievous bruising,-28.993701934814453,-101.929931640625,-101.708251953125,-31.524837493896484,-60.51853942871094
486,May want to double check on that info,Since formulating a double edged him whom you,-43.51081848144531,-113.880126953125,-113.6630859375,-39.78028869628906,-83.29110717773438
513,And I want to over throw unstable governments,Do you end of Springfield musket bounced reserved,-35.036827087402344,-115.7919921875,-114.973876953125,-54.00775146484375,-89.0445785522461
515,We need more conversation rather than tribal conflict,I eventually subdued voice hailed a nonprofit theaters,-44.095672607421875,-113.869873046875,-113.691650390625,-43.08399963378906,-87.17967224121094
537,She definitely did not pay for that wine,They seldom does not known as that toppled,-27.109176635742188,-107.23046875,-107.06982421875,-36.54010772705078,-63.64928436279297
639,Not a lot of moisture in the air,When a lot of Constantinople in the album,-28.767362594604492,-98.0439453125,-97.617431640625,-27.8649845123291,-56.632347106933594
650,A similar thing happened in Go for me,A growing exponentially more or chapel let him,-36.97941589355469,-109.671142578125,-109.304443359375,-40.285888671875,-77.26530456542969
700,You must have a hard time reading books,We shall be a difficult to comic book,-22.8781795501709,-99.759765625,-99.737060546875,-28.533903121948242,-51.41208267211914
4,It was added recently to counter fence cheese,It was unoccupied succumbing to whom Brezhnev storage,-57.097137451171875,-124.23486328125,-123.943115234375,-55.674278259277344,-112.77141571044922
720,The problem I have is getting enough sleep,The ship and contrasts sharply divided into remission,-44.78717041015625,-105.30517578125,-105.2919921875,-30.624855041503906,-75.41202545166016
688,Lex or whatever you like to name him,Brezhnev era to you ask her commissioning late,-46.79645538330078,-114.036376953125,-114.015380859375,-41.40375518798828,-88.20021057128906
